FAM46A	RNF14	6.203409807590906e-06
RNF14	UBE2E1	3.101704903795453e-06
RNF14	UBE2D4	2.0678032691969684e-06
RNF14	UBE2D2	6.203409807590906e-06
RNF14	UBE2D3	6.203409807590906e-06
RNF14	UBE2E3	7.23731144218939e-06
RNF14	UBE2D1	3.101704903795453e-06
AR	RNF14	3.411875394174998e-05
DACH1	RNF14	2.171193432656817e-05
RNF14	UBE2V1	2.0678032691969684e-06
RNF14	UBE2E2	4.135606538393937e-06
RNF14	UBE2U	3.101704903795453e-06
RNF14	UBE2W	3.101704903795453e-06
RNF7	UBE2Q1	1.1372917980583328e-06
RNF26	UBE2Q1	4.549167192233331e-06
EXOSC7	UBE2Q1	5.686458990291664e-06
IRF2BPL	UBE2Q1	1.0235626182524994e-05
FHL3	UBE2Q1	6.823750788349996e-06
RNF17	UBE2U	1.0855967163284085e-05
RNF10	UBE2Q2	1.8610229422772717e-05
RNF10	UBE2J2	1.8610229422772717e-05
EEF1A1	RNF10	4.962727846072725e-05
RNF10	TLE1	4.65255735569318e-05
RNF10	UBE2D2	1.8610229422772717e-05
RNF10	UBE2D3	1.8610229422772717e-05
RNF10	UBE2D1	9.305114711386359e-06
LRIF1	RNF10	6.513580297970452e-05
RNF10	UBE2D4	6.2034098075909066e-06
CCDC90B	RNF10	1.2406819615181813e-05
RNF10	SETDB1	0.0001116613765366363
RIF1	RNF10	0.000164390359901159
RNF10	UBE2E1	9.305114711386359e-06
RNF10	UBE2E3	2.171193432656817e-05
RNF10	UBE2E2	1.2406819615181813e-05
RNF10	UTP14A	5.27289833645227e-05
COL4A5	RNF10	0.00017059376970874991
RNF10	UBE2V1	6.2034098075909066e-06
RNF10	UBE2I	3.1017049037954533e-06
RNF10	UBE2H	6.2034098075909066e-06
RNF10	UBE2O	6.203409807590906e-05
GRB2	RNF10	2.7915344134159076e-05
RNF10	UBE2U	9.305114711386359e-06
RNF10	UBE2W	9.305114711386359e-06
RNF11	WWP2	1.5508524518977266e-06
ITCH	RNF11	1.2406819615181812e-06
ANKRD13A	RNF11	7.23731144218939e-07
NEDD4	RNF11	2.0678032691969684e-06
RNF11	UBE2D4	2.0678032691969688e-07
RNF11	RPS27A	3.101704903795453e-07
RNF11	UBE2D2	6.203409807590906e-07
RNF11	UBE2D3	6.203409807590906e-07
ERCC6	RNF11	3.5152655576348465e-06
RNF11	UBE2D1	3.101704903795453e-07
RNF11	ZFYVE9	2.9983147403356045e-06
CBLB	RNF11	3.4118753941749985e-06
IKBKG	RNF11	0.0
RNF11	UBAC1	5.169508172992421e-07
QARS	RNF11	1.1372917980583328e-06
POLI	RNF11	2.791534413415908e-06
RNF11	SMURF1	1.1372917980583328e-06
RNF11	SMURF2	1.0339016345984842e-06
HERC2	RNF11	0.0
RNF11	UBQLN2	1.447462288437878e-06
CALCOCO2	RNF11	7.23731144218939e-07
RNF11	WWP1	1.3440721249780296e-06
RNF11	ZFYVE16	1.8610229422772716e-06
RNF11	UBQLN4	9.305114711386358e-07
HUWE1	RNF11	0.0
EPN2	RNF11	1.3440721249780296e-06
EPRS	RNF11	3.30848523071515e-06
RNF11	SNRNP70	6.203409807590906e-07
CCDC127	RNF11	4.1356065383939376e-07
AUP1	RNF11	8.271213076787875e-07
EPN1	RNF11	1.2406819615181812e-06
RABGEF1	RNF11	1.447462288437878e-06
RNF11	UBE2E1	3.101704903795453e-07
RNF11	UBE2E3	7.23731144218939e-07
RNF11	UBE2E2	4.1356065383939376e-07
GGA1	RNF11	1.1372917980583328e-06
DCUN1D1	RNF11	9.305114711386358e-07
GGA3	RNF11	1.2406819615181812e-06
OPTN	RNF11	8.271213076787875e-07
EPN3	RNF11	8.271213076787875e-07
RNF11	UBE2V1	2.0678032691969688e-07
RNF11	SDCBP	3.101704903795453e-07
RNF11	TAX1BP1	1.0339016345984842e-06
HERC1	RNF11	0.0
C1ORF124	RNF11	0.0
RNF11	UBE2N	3.101704903795453e-07
RNF11	USP5	1.3440721249780296e-06
RNF11	RNF168	1.5508524518977266e-06
MYO6	RNF11	3.1017049037954533e-06
RNF11	TNFAIP3	1.8610229422772716e-06
PDCD6IP	RNF11	1.1372917980583328e-06
NEDD4L	RNF11	1.7576327788174232e-06
RNF11	UBA52	6.203409807590906e-07
RNF11	TNIP1	4.1356065383939376e-07
PTPRC	RNF11	4.032216374934089e-06
RNF11	TOM1L2	7.23731144218939e-07
RNF11	UBB	4.1356065383939376e-07
RNF11	UBC	2.6881442499560593e-06
ASCC2	RNF11	2.9983147403356045e-06
RNF11	RNF216	1.654242615357575e-06
RNF11	UBE2U	3.101704903795453e-07
RNF11	STAM2	1.447462288437878e-06
RNF13	UBE2N	2.4813639230363625e-06
RNF13	UBE2D2	4.962727846072725e-06
RNF13	UBE2D4	1.654242615357575e-06
RNF13	UBE2E1	2.4813639230363625e-06
RNF13	UBE2D3	4.962727846072725e-06
RNF13	UBE2E3	5.789849153751512e-06
RNF13	UBE2D1	2.4813639230363625e-06
PCGF2	UBE2Q2	1.8610229422772716e-06
TRIM25	UBE2Q2	4.962727846072725e-06
UBE2Q2	XIAP	8.684773730627267e-06
RNF111	UBE2Q2	1.178647863442272e-05
MGRN1	UBE2Q2	8.684773730627267e-06
EXOSC7	UBE2Q2	3.101704903795453e-06
MZT2B	SETDB1	3.7220458845545433e-06
CDC37	MZT2B	1.0339016345984842e-06
ATRX	DAXX	0.0
ATRX	FAM190B	0.0
ATRX	RAD51	0.0
ATRX	PTN	0.0
ATRX	LUC7L2	0.0
ATRX	H3F3A	0.0
ATRX	KIAA1377	0.0
ATRX	ZNF512B	0.0
ATRX	PTPN4	0.0
ACY3	PMM2	9.305114711386358e-07
CACNA1A	PMM1	3.0396708057195437e-05
PMM1	RAB6A	1.2406819615181812e-06
ASCC2	ASS1	2.098820318234923e-05
AKTIP	ASS1	1.447462288437878e-06
FDXR	FHIT	2.2332275307327258e-05
FHIT	HSPD1	2.9776367076436346e-05
DISC1	FRYL	6.823750788349996e-05
DISC1	IFT20	2.4813639230363625e-06
ACTG1	DISC1	2.2332275307327258e-05
DISC1	GNPTAB	3.473909492250907e-05
DISC1	PPP4R1	1.1166137653663629e-05
DISC1	KIFAP3	3.101704903795453e-05
DISC1	SYNE1	0.0
DISC1	EIF3H	4.962727846072725e-06
CCDC88A	DISC1	4.714591453769088e-05
C14ORF135	DISC1	0.0
DISC1	ZNF365	2.2332275307327258e-05
DISC1	PAFAH1B1	4.962727846072725e-06
AKAP6	DISC1	0.0
DISC1	TNIK	4.838659649920906e-05
DISC1	UTRN	0.0
DISC1	XRN2	2.6054321191881802e-05
DISC1	XPNPEP1	1.1166137653663629e-05
DISC1	TNKS	2.109159334580908e-05
DISC1	ZNF197	1.6128865499736356e-05
DISC1	DMD	6.203409807590906e-06
DISC1	SNX6	6.203409807590906e-06
DISC1	SPTAN1	5.5830688268318145e-05
DISC1	MACF1	0.0
AKAP9	DISC1	9.92545569214545e-06
DISC1	SMARCE1	1.1166137653663629e-05
DISC1	MATR3	1.98509113842909e-05
DISC1	GPRASP2	2.9776367076436346e-05
DISC1	PPM1E	2.109159334580908e-05
DISC1	TIAM2	4.342386865313634e-05
DISC1	TRAF3IP1	9.92545569214545e-06
DISC1	PGK1	1.98509113842909e-05
DISC1	DPYSL2	1.7369547461254535e-05
DISC1	DPYSL3	1.3647501576699992e-05
DISC1	DST	0.0
DISC1	MLLT10	2.8535685114918167e-05
DISC1	HERC2	0.0
CDK5RAP3	DISC1	8.684773730627267e-06
DISC1	TUBB2A	3.7220458845545433e-06
DISC1	KIF3C	1.1166137653663629e-05
DISC1	KIF3A	1.6128865499736356e-05
CCDC136	DISC1	3.3498412960990894e-05
CEP170	DISC1	5.2108642383763604e-05
DISC1	PPP5C	1.4888183538218173e-05
DISC1	DNAJC7	8.684773730627267e-06
DISC1	TUBB	6.203409807590906e-06
DISC1	DYNC1H1	0.0
DISC1	SRGAP3	2.4813639230363623e-05
DISC1	SRGAP2	2.357295726884544e-05
DISC1	SH3BP5	7.4440917691090865e-06
DISC1	OLFM1	1.3647501576699992e-05
DCTN2	DISC1	1.1166137653663629e-05
C14ORF166	DISC1	0.0
