FAM46A	RNF14	0.9059765962245967
RNF14	UBE2E1	0.717460329691052
RNF14	UBE2D4	0.7310427173853982
RNF14	UBE2D2	0.6970479942031599
RNF14	UBE2D3	0.735957867279143
RNF14	UBE2E3	0.786717121255963
RNF14	UBE2D1	0.7335482155818622
AR	RNF14	0.8622867741299125
DACH1	RNF14	0.9231602060793997
RNF14	UBE2V1	0.873298611505692
RNF14	UBE2E2	0.831896048950405
RNF14	UBE2U	0.8392767835602997
RNF14	UBE2W	0.7159250242402652
RNF7	UBE2Q1	0.8720589585888685
RNF26	UBE2Q1	0.8286597123946648
EXOSC7	UBE2Q1	0.8577360391276139
IRF2BPL	UBE2Q1	0.8891226530895638
FHL3	UBE2Q1	0.7263372476390748
RNF17	UBE2U	0.495047183248568
RNF10	UBE2Q2	0.8920966517812876
RNF10	UBE2J2	0.8659771168614507
EEF1A1	RNF10	0.9192615676077986
RNF10	TLE1	0.8718790229348554
RNF10	UBE2D2	0.7890976836185524
RNF10	UBE2D3	0.8202876288418952
RNF10	UBE2D1	0.8230054474870429
LRIF1	RNF10	0.8630328905600319
RNF10	UBE2D4	0.8139012166018704
CCDC90B	RNF10	0.9786824715189574
RNF10	SETDB1	0.7877300219603767
RIF1	RNF10	0.9053684385996464
RNF10	UBE2E1	0.8184701708021461
RNF10	UBE2E3	0.8803052516473064
RNF10	UBE2E2	0.9127388832289238
RNF10	UTP14A	0.924327232016304
COL4A5	RNF10	0.7590666005311539
RNF10	UBE2V1	0.9836260542347721
RNF10	UBE2I	0.743142493398727
RNF10	UBE2H	0.9455830662700383
RNF10	UBE2O	0.9340824137780894
GRB2	RNF10	0.8146762845106263
RNF10	UBE2U	0.898103052245027
RNF10	UBE2W	0.8154644969554294
RNF11	WWP2	0.9316584059661741
ITCH	RNF11	0.8006603347688985
ANKRD13A	RNF11	0.6130222417507531
NEDD4	RNF11	0.9120197717651952
RNF11	UBE2D4	0.9369956216218581
RNF11	RPS27A	0.9635380638255036
RNF11	UBE2D2	0.9239717820876527
RNF11	UBE2D3	0.934034539376003
ERCC6	RNF11	0.6313879701050545
